district,underground,street,house_number,floor,floors_count,total_meters,living_meters,kitchen_meters,rooms_count,year_construction,house_material_type,heating_type,price_per_month,commissions,author,author_type,phone,url,full_address,lat,lon,nearest_metro,metro_distance_m
Даниловский,ЗИЛ,Автозаводская ,23К7,3,4,40.0,,,1,,,,60000,0,Московская Недвижимость.,real_estate_agent,,https://www.cian.ru/rent/flat/317613599/,"Москва, Автозаводская , 23К7",55.7034806,37.639976,ЗИЛ,778.8408262274125
Некрасовка,Некрасовка, Недорубова,32,4,22,32.4,,,1,,,,55000,0,ПАРТНЕР,real_estate_agent,,https://www.cian.ru/rent/flat/317613368/,"Москва,  Недорубова, 32",55.707932,37.9333435,Некрасовка,650.5100755724993
Мещанский,Достоевская, Дурова,3/13,3,9,35.0,,,1,,,,90000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317613341/,"Москва,  Дурова, 3/13",55.7806988,37.6203527,Достоевская,344.5151363062287
Ховрино,Водный стадион,Флотская ,9к1,9,17,39.0,,,1,,,,60000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317613098/,"Москва, Флотская , 9к1",55.8541982,37.5001724,Речной вокзал,1509.603291250383
Западное Дегунино,Селигерская,Ильменский проезд,14к7,1,13,13.0,,,1,,,,39500,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317613095/,"Москва, Ильменский проезд, 14к7",55.8623597,37.5441786,Селигерская,392.5281662443571
Филевский парк,Фили,Филевский бульвар,1,2,12,40.0,,,1,,,,50000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317613092/,"Москва, Филевский бульвар, 1",55.7646522,37.4945044,Народное Ополчение,1199.804792495136
Басманный,Электрозаводская,Семеновская набережная,2/1С2,5,9,30.0,,,1,,,,70000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317613039/,"Москва, Семеновская набережная, 2/1С2",55.7766307,37.7056677,Электрозаводская,577.752036161965
Западное Дегунино,Селигерская,Коровинское шоссе,1К2,2,14,40.0,,,1,,,,65000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317612771/,"Москва, Коровинское шоссе, 1К2",55.8647503,37.5418529,Селигерская,406.67234543496716
Южное Медведково,Медведково,Полярная ,27к5,25,33,41.0,,,1,,,,76400,0,Домклик Аренда,real_estate_agent,,https://www.cian.ru/rent/flat/317612736/,"Москва, Полярная , 27к5",55.8829477,37.638921,Медведково                                                                              ,1478.2945769031435
,Ольховая,,50,6,16,40.0,,,1,,,,36000,0,ID 124406125,homeowner,,https://www.cian.ru/rent/flat/317612685/,,46.3144754,11.0480288,Аэропорт Внуково,2095195.5436820486
Чертаново Южное,Лесопарковая,Варшавское шоссе,170Ек3,22,26,40.0,,,1,,,,65000,0,ID 35480,realtor,,https://www.cian.ru/rent/flat/317612440/,"Москва, Варшавское шоссе, 170Ек3",,,,
Бескудниковский,Верхние Лихоборы,Бескудниковский бульвар,11К2,22,22,40.0,,,1,,,,80000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317612327/,"Москва, Бескудниковский бульвар, 11К2",55.8625985,37.5586877,Селигерская,701.3008736000525
Отрадное,Отрадное, Декабристов,21А,9,9,33.0,,,1,,,,45000,0,Алексей Акиньшин,realtor,,https://www.cian.ru/rent/flat/317612212/,"Москва,  Декабристов, 21А",55.8642692,37.609428,Отрадное,315.0844272536295
Нагорный,Каховская,Симферопольский бульвар,17К1,2,17,38.0,,,1,,,,65000,0,Наталья Подоляк,realtor,,https://www.cian.ru/rent/flat/317612115/,"Москва, Симферопольский бульвар, 17К1",55.6520393,37.6064407,Севастопольская,507.7678668934983
Метрогородок,Бульвар Рокоссовского,Тагильская ,2к1,3,24,34.5,,,1,,,,81000,0,ID 111691408,homeowner,,https://www.cian.ru/rent/flat/317612062/,"Москва, Тагильская , 2к1",55.8180614,37.7482374,Бульвар Рокоссовского,956.2587228603828
Марьино,Братиславская, Перерва,39,14,25,40.0,,,1,,,,60000,0,Ольга Рыжкова,realtor,,https://www.cian.ru/rent/flat/317612037/,"Москва,  Перерва, 39",55.6591978,37.7465234,Братиславская,256.45762963009366
Останкинский,Ботанический сад,Березовая аллея,19к1,10,17,33.0,,,1,,,,60000,0,ID 92318838,realtor,,https://www.cian.ru/rent/flat/317611949/,"Москва, Березовая аллея, 19к1",55.8490682,37.6242682,Ботанический сад                                                                        ,993.935017656694
Кунцево,Рабочий посёлок,Кунцевская ,9К2,2,4,31.5,,,1,,,,55000,0,ID 19152024,unknown,,https://www.cian.ru/rent/flat/317611789/,"Москва, Кунцевская , 9К2",55.7298663,37.4195598,Молодёжная,1229.6085540947736
Обручевский,Воронцовская, Академика Челомея,8К1,2,9,39.1,,,1,,,,65000,0,ID 94909686,homeowner,,https://www.cian.ru/rent/flat/317611706/,"Москва,  Академика Челомея, 8К1",55.6615755,37.5308928,Воронцовская,651.0572384817979
Чертаново Южное,Лесопарковая,Варшавское шоссе,170Ек3,22,26,40.0,,,1,,,,75000,0,ID 48932,unknown,,https://www.cian.ru/rent/flat/317611695/,"Москва, Варшавское шоссе, 170Ек3",,,,
Хорошево-Мневники,Народное Ополчение,проспект Маршала Жукова,12К2,2,4,39.0,,,1,,,,40000,0,Александр Григорьев,realtor,,https://www.cian.ru/rent/flat/317611499/,"Москва, проспект Маршала Жукова, 12К2",55.7770082,37.4961131,Хорошёво,696.0460410912287
Хорошево-Мневники,Народное Ополчение,бульвар Генерала Карбышева,16,19,25,50.0,,,1,,,,76000,0,ОХОТНЫЙ РЯД офис Тверская,real_estate_agent,,https://www.cian.ru/rent/flat/317611366/,"Москва, бульвар Генерала Карбышева, 16",55.7808076,37.4719348,Народное Ополчение,1104.7952911897034
Черемушки,Зюзино,Севастопольский проспект,50/11,3,12,35.0,,,1,,,,60000,0,ID 52897310,homeowner,,https://www.cian.ru/rent/flat/317611328/,"Москва, Севастопольский проспект, 50/11",55.6519482,37.5650016,Зюзино,659.099654210412
Люблино,Депо,Люблинская ,72к3,20,25,31.9,,,1,,,,70000,0,Владис,real_estate_agent,,https://www.cian.ru/rent/flat/317611131/,"Москва, Люблинская , 72к3",55.6667145,37.7331276,Братиславская,1343.5967279183324
Коптево,Коптево,бульвар Матроса Железняка,13А,5,12,35.0,,,1,,,,50000,0,Светлана Жукова,realtor,,https://www.cian.ru/rent/flat/317611102/,"Москва, бульвар Матроса Железняка, 13А",55.8299801,37.5241504,Коптево,1108.7688450790795
,Филатов Луг, Большое Понизовье,8,12,14,34.2,,,1,,,,55000,0,ID 131135009,homeowner,,https://www.cian.ru/rent/flat/317610941/,"Москва,  Большое Понизовье, 8",55.6069952,37.4154989,Филатов Луг,789.635579666831
Южнопортовый,Кожуховская, Петра Романова,18,7,13,40.7,,,1,,,,55000,0,Сергей Костин,realtor,,https://www.cian.ru/rent/flat/317610665/,"Москва,  Петра Романова, 18",55.7042001,37.6823032,Кожуховская,397.28958712848004
Бибирево,Алтуфьево,Алтуфьевское шоссе,96,3,22,40.0,,,1,,,,50000,0,АЛЬФА,real_estate_agent,,https://www.cian.ru/rent/flat/317610626/,"Москва, Алтуфьевское шоссе, 96",55.9024552,37.5891883,Алтуфьево,514.5827164767613
Коньково,Университет Дружбы Народов, Академика Волгина,29К2,6,9,35.0,,,1,,,,70000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317610014/,"Москва,  Академика Волгина, 29К2",55.6437864,37.5095295,Университет Дружбы Народов,527.8275679465517
Москворечье-Сабурово,Москворечье,Каширское шоссе,51К2,5,17,36.6,,,1,,,,43000,0,Светлана Пашатская,realtor,,https://www.cian.ru/rent/flat/317609496/,"Москва, Каширское шоссе, 51К2",55.6398713,37.6910518,Кантемировская,2228.775878752936
Кузьминки,Кузьминки, Юных Ленинцев,47К2,1,16,37.0,,,1,,,,70000,0,МИЭЛЬ,real_estate_agent,,https://www.cian.ru/rent/flat/317609473/,"Москва,  Юных Ленинцев, 47К2",55.7017812,37.7566916,Кузьминки                                                                               ,703.1667474702812
Очаково-Матвеевское,Матвеевская,Веерная ,32К2,5,5,31.0,,,1,,,,55000,0,AGORA,real_estate_agent,,https://www.cian.ru/rent/flat/317609466/,"Москва, Веерная , 32К2",55.7109455,37.4807469,Минская,1831.5342115667704
,Прокшино,проспект Прокшинский,9,6,19,35.0,,,1,,,,75000,0,ID 56940434,homeowner,,https://www.cian.ru/rent/flat/317609271/,"Москва, проспект Прокшинский, 9",55.5914365,37.4295145,Прокшино,655.3331223809494
,Щербинка, Логинова,5к1,2,15,37.0,,,1,,,,50000,0,AVILU Real Estate,real_estate_agent,,https://www.cian.ru/rent/flat/317608933/,"Москва,  Логинова, 5к1",55.4967795,37.5155297,Бунинская аллея,4589.234823048859
Текстильщики,Волжская,Волжский бульвар,48,1,5,21.0,,,1,,,,39000,0,ID 130650854,realtor,,https://www.cian.ru/rent/flat/317608685/,"Москва, Волжский бульвар, 48",55.6980834,37.7513095,Волжская,806.8070278753987
,Рассказовка,бульвар Андрея Тарковского,10,8,11,35.0,,,1,,,,70000,0,ID 24009570,realtor,,https://www.cian.ru/rent/flat/317608538/,"Москва, бульвар Андрея Тарковского, 10",55.6248171,37.3388448,Рассказовка,1044.402853721393
Коньково,Беляево, Бутлерова,10,9,9,35.0,,,1,,,,55000,0,СТОЛИЦА Департамент недвижимости,real_estate_agent,,https://www.cian.ru/rent/flat/317608389/,"Москва,  Бутлерова, 10",55.6517596,37.5256893,Беляево                                                                                 ,997.5208937018123
Кунцево,Молодёжная, Академика Павлова,23,7,12,38.0,,,1,,,,40000,0,Мой Дом - отделение Добрынинское,real_estate_agent,,https://www.cian.ru/rent/flat/317608262/,"Москва,  Академика Павлова, 23",55.7479127,37.4062978,Крылатское,984.8771948472972
Замоскворечье,Павелецкая,Стремянный переулок,9,3,9,34.0,,,1,,,,85000,0,Мой Дом - отделение Добрынинское,real_estate_agent,,https://www.cian.ru/rent/flat/317608259/,"Москва, Стремянный переулок, 9",55.7279562,37.6352678,Павелецкая,321.8137390433978
Покровское-Стрешнево,Щукинская,Волоколамское шоссе,80А,5,5,33.0,,,1,,,,45000,0,Лариса Шевченко,realtor,,https://www.cian.ru/rent/flat/317608221/,"Москва, Волоколамское шоссе, 80А",55.820202,37.4618904,Щукинская                                                                               ,1299.1548575354288
Бутырский,Бутырская, Руставели,16к2,4,32,44.0,,,1,,,,105000,0,Capital Mars,real_estate_agent,,https://www.cian.ru/rent/flat/317608206/,"Москва,  Руставели, 16к2",55.8122999,37.5997512,Бутырская,221.20988020572685
